pathway	pval	padj	ES	NES	nMoreExtreme	size	Reactome_ID
Branched-chain amino acid catabolism	0.614965986394558	0.846626835414124	-0.4465916643619	-0.901506498588471	451	21	R-HSA-70895
Factors involved in megakaryocyte development and platelet production	0.202139037433155	0.420487725091562	-0.44692317302013	-1.15098813358539	188	157	R-HSA-983231
Heme signaling	0.458435207823961	0.704293902418076	-0.448603005148637	-1.01770452626682	374	47	R-HSA-9707616
RHOQ GTPase cycle	0.405535499398315	0.652837515595816	-0.449470939995386	-1.04793900230483	336	59	R-HSA-9013406
Pyruvate metabolism	0.539240506329114	0.779166899012993	-0.450017966482014	-0.962441350442118	425	31	R-HSA-70268
Amino acids regulate mTORC1	0.448828606658446	0.696055711508134	-0.450574815941494	-1.02864976220709	363	51	R-HSA-9639288
TP53 Regulates Metabolic Genes	0.305587229190422	0.542241734119907	-0.450966287339475	-1.09519624599813	267	86	R-HSA-5628897
Negative regulation of MET activity	0.606802721088435	0.838615091946734	-0.45207973615923	-0.912584923881255	445	21	R-HSA-6807004
Platelet homeostasis	0.292571428571429	0.528016687576523	-0.4543799058586	-1.10277765009589	255	85	R-HSA-418346
Signaling by Hippo	0.60875512995896	0.83895664969134	-0.455018304029594	-0.907014797406876	444	20	R-HSA-2028269
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	0.644351464435146	0.871324484826318	-0.455363359641256	-0.873882299457407	461	16	R-HSA-2173791
Ion channel transport	0.147121535181237	0.334529383289051	-0.455756085148915	-1.18097227529962	137	183	R-HSA-983712
Mitophagy	0.525839793281654	0.766557565317255	-0.456548920138469	-0.959902104638416	406	28	R-HSA-5205647
Bile acid and bile salt metabolism	0.44361833952912	0.691243778458677	-0.457463360752713	-1.02781393941552	357	45	R-HSA-194068
Clathrin-mediated endocytosis	0.179459459459459	0.383795578887448	-0.457672321973179	-1.17126378865282	165	145	R-HSA-8856828
Integrin cell surface interactions	0.273142857142857	0.503704161007532	-0.458390429763695	-1.11251117059425	238	85	R-HSA-216083
Signaling by MET	0.290617848970252	0.526644499791395	-0.459830344337456	-1.11004595628679	253	79	R-HSA-6806834
VEGFR2 mediated cell proliferation	0.601369863013699	0.836688505062537	-0.460904626557902	-0.912307262364024	438	19	R-HSA-5218921
RND1 GTPase cycle	0.434944237918216	0.681776392053404	-0.462061955846204	-1.0297679531048	350	42	R-HSA-9696273
G-protein mediated events	0.365408038976857	0.607624014116143	-0.463684150083779	-1.06905547404228	299	54	R-HSA-112040
G alpha (i) signalling events	0.0420512820512821	0.129814781297134	-0.466358030707332	-1.24536532449637	40	311	R-HSA-418594
Ion homeostasis	0.35809987819732	0.599269183922046	-0.466946066419894	-1.07657604491873	293	54	R-HSA-5578775
Signaling by Insulin receptor	0.250855188141391	0.479769689273331	-0.467156523451097	-1.13059114870396	219	81	R-HSA-74752
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	0.353227771010962	0.595674595843679	-0.46760311894732	-1.07809092439229	289	54	R-HSA-2404192
Interleukin-10 signaling	0.396786155747837	0.643800593842788	-0.469837985858706	-1.05068188221444	320	43	R-HSA-6783783
Signal transduction by L1	0.548299319727891	0.787181478082869	-0.469869713138081	-0.948496431273783	402	21	R-HSA-445144
Sensory perception of sweet, bitter, and umami (glutamate) taste	0.408010012515645	0.653183520599251	-0.470206070198059	-1.04452579459612	325	41	R-HSA-9717207
Metabolism of carbohydrates	0.0327868852459016	0.108757667747154	-0.470845274232164	-1.25535652741294	31	297	R-HSA-71387
Signaling by EGFR in Cancer	0.519053876478318	0.761743496576682	-0.470890048746016	-0.973696128025759	394	25	R-HSA-1643713
COPII-mediated vesicle transport	0.268551236749117	0.496952359118252	-0.47126402365203	-1.12073809608203	227	68	R-HSA-204005
Negative regulation of FGFR1 signaling	0.470812182741117	0.713285893483078	-0.471285278739417	-1.00779147380276	370	33	R-HSA-5654726
Signaling by FGFR2	0.255466052934407	0.486084777160292	-0.471526076119197	-1.13358791243001	221	73	R-HSA-5654738
Insulin receptor signalling cascade	0.331303288672351	0.571934098339637	-0.472894820275269	-1.09029130318595	271	54	R-HSA-74751
p75 NTR receptor-mediated signalling	0.20045045045045	0.418775463361451	-0.473642626616545	-1.16589574328984	177	98	R-HSA-193704
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	0.143483023001095	0.328533553538284	-0.474215712658675	-1.19426715420911	130	123	R-HSA-381426
Autophagy	0.118152524167562	0.289209163634032	-0.474317884810495	-1.21669916357396	109	149	R-HSA-9612973
Fatty acid metabolism	0.0871413390010627	0.228658873538789	-0.474899881678162	-1.23192377143387	81	177	R-HSA-8978868
Plasma lipoprotein remodeling	0.457215836526181	0.704069457185857	-0.475265981369968	-1.01566855639275	357	34	R-HSA-8963899
Regulation of IFNA/IFNB signaling	0.501971090670171	0.745850589987842	-0.47596646317431	-0.984193026582539	381	25	R-HSA-912694
Early SARS-CoV-2 Infection Events	0.44233206590621	0.6900590611997	-0.476785984389963	-1.03441951987615	348	37	R-HSA-9772572
SUMOylation of intracellular receptors	0.47141041931385	0.713368477669863	-0.477998526344924	-1.01717072857551	370	30	R-HSA-4090294
Eicosanoid ligand-binding receptors	0.60709219858156	0.838615091946734	-0.478241516648097	-0.903922888408548	427	15	R-HSA-391903
Glycosphingolipid metabolism	0.292067307692308	0.528016687576523	-0.479294452487234	-1.11453789210391	242	57	R-HSA-1660662
RET signaling	0.367959949937422	0.611092980149237	-0.480198657326276	-1.06672354080083	293	41	R-HSA-8853659
PLC beta mediated events	0.327183271832718	0.567060043123549	-0.48029449112733	-1.09270439148737	265	49	R-HSA-112043
InlB-mediated entry of Listeria monocytogenes into host cell	0.602836879432624	0.837841086669071	-0.480371578262812	-0.907948911621163	424	15	R-HSA-8875360
Mitochondrial protein degradation	0.17366628830874	0.375990379968757	-0.480402439250209	-1.17791895501663	152	95	R-HSA-9837999
Miscellaneous transport and binding events	0.494722955145119	0.739267103815941	-0.482291943553826	-0.997057827056416	374	26	R-HSA-5223345
HS-GAG degradation	0.488063660477454	0.731279610693078	-0.483826726768617	-0.993954428553388	367	24	R-HSA-2024096
Diseases of hemostasis	0.538356164383562	0.778746733926387	-0.484297060432654	-0.958609872662568	392	19	R-HSA-9671793
FOXO-mediated transcription of cell death genes	0.566248256624826	0.803154283991104	-0.48456574342448	-0.929924239920572	405	16	R-HSA-9614657
Peptide ligand-binding receptors	0.0518518518518519	0.15117695473251	-0.484665302697416	-1.26210454180456	48	195	R-HSA-375276
Signalling to ERKs	0.425287356321839	0.669037184045867	-0.485677019239149	-1.03791749533986	332	34	R-HSA-187687
Xenobiotics	0.484084880636605	0.727116704805492	-0.486295395043215	-0.999025962696516	364	24	R-HSA-211981
Fatty acids	0.590070921985816	0.827992566465658	-0.486991863767751	-0.920461893843316	415	15	R-HSA-211935
Signal regulatory protein family interactions	0.590070921985816	0.827992566465658	-0.486993303881639	-0.920464615798353	415	15	R-HSA-391160
Sema3A PAK dependent Axon repulsion	0.557880055788006	0.797318772542335	-0.487499303887243	-0.935554000217528	399	16	R-HSA-399954
Downstream signal transduction	0.446998722860792	0.694038253719951	-0.488973370697571	-1.03465288500767	349	29	R-HSA-186763
Regulation of cholesterol biosynthesis by SREBP (SREBF)	0.26602176541717	0.495503633120132	-0.48907971590471	-1.13196391547677	219	55	R-HSA-1655829
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	0.257831325301205	0.486243430851811	-0.489591857872872	-1.13944094158097	213	58	R-HSA-2894862
Constitutive Signaling by NOTCH1 PEST Domain Mutants	0.257831325301205	0.486243430851811	-0.489591857872872	-1.13944094158097	213	58	R-HSA-2644606
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	0.257831325301205	0.486243430851811	-0.489591857872872	-1.13944094158097	213	58	R-HSA-2894858
Signaling by NOTCH1 PEST Domain Mutants in Cancer	0.257831325301205	0.486243430851811	-0.489591857872872	-1.13944094158097	213	58	R-HSA-2644602
Signaling by NOTCH1 in Cancer	0.257831325301205	0.486243430851811	-0.489591857872872	-1.13944094158097	213	58	R-HSA-2644603
Class A/1 (Rhodopsin-like receptors)	0.0122199592668024	0.0574644679499814	-0.489775941570708	-1.312782408407	11	328	R-HSA-373076
Gap junction trafficking	0.2997542997543	0.536531570637983	-0.490326981954582	-1.11231831095142	243	48	R-HSA-190828
Plasma lipoprotein assembly	0.521917808219178	0.763384798643881	-0.490431823894665	-0.970752925556342	380	19	R-HSA-8963898
Specification of the neural plate border	0.552301255230126	0.791933603127787	-0.491769500017916	-0.943748881809992	395	16	R-HSA-9834899
PERK regulates gene expression	0.421717171717172	0.66501554001554	-0.491772778625217	-1.05296431361052	333	32	R-HSA-381042
G-protein beta:gamma signalling	0.421717171717172	0.66501554001554	-0.491872530561463	-1.05317789848883	333	32	R-HSA-397795
Inositol phosphate metabolism	0.28992628992629	0.526117970101373	-0.491937204370243	-1.11597113843912	235	48	R-HSA-1483249
Regulation of RUNX1 Expression and Activity	0.535714285714286	0.775780510879849	-0.492596903598673	-0.959571036501194	389	17	R-HSA-8934593
Transport of inorganic cations/anions and amino acids/oligopeptides	0.119686800894855	0.291875618539125	-0.492722389201708	-1.22442349910954	106	106	R-HSA-425393
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	0.389593908629442	0.634965475927736	-0.493269742742144	-1.06351926887873	306	36	R-HSA-8864260
Sphingolipid metabolism	0.118568232662192	0.289686259316194	-0.493843947316548	-1.22721059005877	105	106	R-HSA-428157
tRNA processing	0.0918032786885246	0.238506735919494	-0.494044632751358	-1.24465005709269	83	121	R-HSA-72306
Triglyceride metabolism	0.377693282636248	0.620455935215823	-0.494190820171758	-1.07218049117643	297	37	R-HSA-8979227
Activation of BH3-only proteins	0.416772554002541	0.661191766446595	-0.494715006564173	-1.05274304402563	327	30	R-HSA-114452
Synthesis of IP3 and IP4 in the cytosol	0.45910290237467	0.704494746100079	-0.494858329915936	-1.02303672645049	347	26	R-HSA-1855204
IGF1R signaling cascade	0.259439707673569	0.488357096797306	-0.495365070460249	-1.13923204157155	212	53	R-HSA-2428924
IRS-related events triggered by IGF1R	0.266257668711656	0.495503633120132	-0.496170500131298	-1.1375439910451	216	52	R-HSA-2428928
Transferrin endocytosis and recycling	0.415501905972046	0.660773940164029	-0.497071756850757	-1.05775815866291	326	30	R-HSA-917977
MAPK targets/ Nuclear events mediated by MAP kinases	0.39746835443038	0.643800593842788	-0.497272931469076	-1.06350427615769	313	31	R-HSA-450282
Signaling by NOTCH1	0.175115207373272	0.378502721703019	-0.497499025006649	-1.19749110644687	151	74	R-HSA-1980143
Iron uptake and transport	0.228915662650602	0.449014308506087	-0.497836498525237	-1.15862892634187	189	58	R-HSA-917937
Rap1 signalling	0.535564853556485	0.775780510879849	-0.498767910714606	-0.957179446880024	383	16	R-HSA-392517
TP53 Regulates Transcription of Cell Death Genes	0.286600496277916	0.521525452311547	-0.49895089255822	-1.11625691112813	230	44	R-HSA-5633008
Cargo recognition for clathrin-mediated endocytosis	0.101903695408735	0.257606258913795	-0.499504333917231	-1.24045173233186	90	105	R-HSA-8856825
The citric acid (TCA) cycle and respiratory electron transport	0.0361317747077577	0.114228646786935	-0.49965229072255	-1.29613326543138	33	177	NA
RAB geranylgeranylation	0.188165680473373	0.399645349564574	-0.500108832590966	-1.17964275202661	158	65	R-HSA-8873719
Sensory perception of taste	0.257946210268949	0.486243430851811	-0.50059414194936	-1.13565205368101	210	47	R-HSA-9717189
TRAF6 mediated IRF7 activation	0.418604651162791	0.663296258847321	-0.500704395071522	-1.0527397644158	323	28	R-HSA-933541
Gap junction trafficking and regulation	0.261728395061728	0.491255585580812	-0.500890113861141	-1.14232605773804	211	50	R-HSA-157858
Signaling by Retinoic Acid	0.288009888751545	0.523364229975107	-0.501886585005263	-1.12235101814456	232	43	R-HSA-5362517
Signaling by FGFR2 IIIa TM	0.494520547945206	0.739267103815941	-0.502521948050031	-0.99468392436665	360	19	R-HSA-8851708
NRAGE signals death through JNK	0.210589651022864	0.428362204871314	-0.503404751187326	-1.1736853837985	174	59	R-HSA-193648
Signaling by ERBB2	0.244444444444444	0.470941426007505	-0.504824156388669	-1.15129800421309	197	50	R-HSA-1227986
RAF activation	0.371647509578544	0.613632155285254	-0.50483980198386	-1.07886937628595	290	34	R-HSA-5673000
Negative regulation of FGFR2 signaling	0.371647509578544	0.613632155285254	-0.505110136868041	-1.07944709624135	290	34	R-HSA-5654727
Purine catabolism	0.501373626373626	0.745807480501358	-0.505417885750598	-0.984546108497402	364	17	R-HSA-74259
Evasion by RSV of host interferon responses	0.371827411167513	0.613632155285254	-0.505907499686885	-1.08182726623893	292	33	R-HSA-9833109
Regulation of PTEN gene transcription	0.201447527141134	0.420189436580553	-0.507036055679807	-1.18137727606322	166	61	R-HSA-8943724
Na+/Cl- dependent neurotransmitter transporters	0.480821917808219	0.723438481839889	-0.507075165910899	-1.00369649113696	350	19	R-HSA-442660
FGFR2 mutant receptor activation	0.371827411167513	0.613632155285254	-0.507943113298424	-1.0861802009352	292	33	R-HSA-1839126
Gap junction assembly	0.318124207858048	0.556505280946346	-0.508769148126839	-1.10380916210556	250	37	R-HSA-190861
Response of EIF2AK1 (HRI) to heme deficiency	0.529078014184397	0.768715785836023	-0.509030823504635	-0.962117667023591	372	15	R-HSA-9648895
Antimicrobial peptides	0.109965635738832	0.273247943351036	-0.509127282324089	-1.23797788335482	95	89	R-HSA-6803157
NOTCH3 Activation and Transmission of Signal to the Nucleus	0.411300919842313	0.65568263284704	-0.51017854773524	-1.05493602562738	312	25	R-HSA-9013507
Phase I - Functionalization of compounds	0.0716685330347144	0.193816608631423	-0.511589340246966	-1.27046321775662	63	105	R-HSA-211945
Semaphorin interactions	0.164090368608799	0.360614009404932	-0.512388546706687	-1.2053587256227	137	64	R-HSA-373755
Estrogen-dependent nuclear events downstream of ESR-membrane signaling	0.409814323607427	0.654107533543728	-0.512600823667987	-1.05306679142711	308	24	R-HSA-9634638
Muscle contraction	0.0137566137566138	0.0626690182245738	-0.513103173708604	-1.33929648133401	12	201	R-HSA-397014
RORA activates gene expression	0.455922865013774	0.702903406460719	-0.513218934225269	-1.0099584755494	330	18	R-HSA-1368082
Synthesis of very long-chain fatty acyl-CoAs	0.407161803713528	0.653051694953727	-0.513290859573919	-1.05448437381067	306	24	R-HSA-75876
DAG and IP3 signaling	0.260325406758448	0.489322254537369	-0.513540653388302	-1.14079016209188	207	41	R-HSA-1489509
Signaling by FGFR	0.0996563573883162	0.255252918287938	-0.513552059687983	-1.24873703279632	86	89	R-HSA-190236
Signaling by NODAL	0.423592493297587	0.667170889803643	-0.514811589796515	-1.05029223525859	315	23	R-HSA-1181150
Peptide hormone metabolism	0.101149425287356	0.257186135614363	-0.515129449063082	-1.24743040749489	87	87	R-HSA-2980736
Disassembly of the destruction complex and recruitment of AXIN to the membrane	0.335443037974684	0.577560716302867	-0.515382461171212	-1.10223464143321	264	31	R-HSA-4641262
Keratan sulfate/keratin metabolism	0.305837563451777	0.542241734119907	-0.516743140785732	-1.11412932857272	240	36	R-HSA-1638074
Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)	0.496513249651325	0.741098274792421	-0.517339689808349	-0.992820322843873	355	16	R-HSA-9651496
GPCR ligand binding	0.00100603621730382	0.0498878284345412	-0.517388679493681	-1.39872309756235	0	461	R-HSA-500792
Defensins	0.218091697645601	0.436183395291202	-0.518337994316285	-1.16458510471825	175	45	R-HSA-1461973
Basigin interactions	0.378449408672799	0.62065703022339	-0.519212534346727	-1.07361630525458	287	25	R-HSA-210991
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	0.512056737588652	0.755056179775281	-0.51921674073678	-0.981370039318876	360	15	R-HSA-193807
Tie2 Signaling	0.439393939393939	0.687929413466406	-0.519739535920626	-1.0227903032719	318	18	R-HSA-210993
Interleukin-4 and Interleukin-13 signaling	0.0452538631346578	0.136176762460255	-0.519970884511032	-1.29783777777573	40	111	R-HSA-6785807
Growth hormone receptor signaling	0.384615384615385	0.628412683207204	-0.520122563588773	-1.06851915544723	289	24	R-HSA-982772
PI-3K cascade:FGFR1	0.40952380952381	0.654107533543728	-0.521093432398899	-1.05189853095578	300	21	R-HSA-5654689
Late endosomal microautophagy	0.33205619412516	0.572480586980564	-0.521178487638312	-1.11378601228034	259	34	R-HSA-9615710
Post-translational modification: synthesis of GPI-anchored proteins	0.0750853242320819	0.20145592104804	-0.521210245253463	-1.27634666473814	65	93	R-HSA-163125
ATF4 activates genes in response to endoplasmic reticulum  stress	0.362337662337662	0.604049571775112	-0.521642232995115	-1.0867606839969	278	27	R-HSA-380994
Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	0.402721088435374	0.649103277674706	-0.522677765785539	-1.0550967250959	295	21	R-HSA-381771
Opioid Signalling	0.072	0.193971252566735	-0.522986755882959	-1.27479001903054	62	90	R-HSA-111885
Signaling by WNT in cancer	0.324393358876117	0.563719972302612	-0.523072641808745	-1.11783391999366	253	34	R-HSA-4791275
Drug ADME	0.0442477876106195	0.134071818349036	-0.524223371488424	-1.30813263840047	39	108	R-HSA-9748784
Diseases of metabolism	0.00311526479750779	0.0498878284345412	-0.524959356525956	-1.3865861965167	2	251	R-HSA-5668914
Formation of ATP by chemiosmotic coupling	0.428374655647383	0.673086884083073	-0.525597810082113	-1.03431874317722	310	18	R-HSA-163210
Heme degradation	0.476987447698745	0.719319001587073	-0.52586460026778	-1.00918037509056	341	16	R-HSA-189483
Fatty acyl-CoA biosynthesis	0.253768844221106	0.48393128432862	-0.526758082759808	-1.14877140087736	201	38	R-HSA-75105
Cytosolic sulfonation of small molecules	0.356763925729443	0.598560448282646	-0.526921103725167	-1.08248580652788	268	24	R-HSA-156584
RA biosynthesis pathway	0.393775372124493	0.640984228569894	-0.526929104735332	-1.06811632567657	290	22	R-HSA-5365859
Transport of vitamins, nucleosides, and related molecules	0.203955500618047	0.423305039174995	-0.528108729377544	-1.18099066166852	164	43	R-HSA-425397
SLC-mediated transmembrane transport	0.0020746887966805	0.0498878284345412	-0.529221760026883	-1.39763364037076	1	247	R-HSA-425407
Incretin synthesis, secretion, and inactivation	0.344827586206897	0.588033649205067	-0.531755853152883	-1.09241812390257	259	24	R-HSA-400508
MET promotes cell motility	0.217772215269086	0.436183395291202	-0.532447653584694	-1.18279057564512	173	41	R-HSA-8875878
G alpha (q) signalling events	0.00523012552301255	0.0498878284345412	-0.53275402444311	-1.39979231557708	4	218	R-HSA-416476
Signaling by PDGF	0.140963855421687	0.325911634188694	-0.532801930789086	-1.24000496317917	116	58	R-HSA-186797
Cell-Cell communication	0.0149413020277481	0.0657818398000186	-0.533358368830862	-1.37323906218244	13	152	R-HSA-1500931
Ion transport by P-type ATPases	0.141475211608222	0.326213493198573	-0.53439704335765	-1.23684984256471	116	55	R-HSA-936837
EGFR downregulation	0.29493670886076	0.531534288496314	-0.534437543008149	-1.14298723368923	232	31	R-HSA-182971
Signaling by EGFR	0.144945188794153	0.331303288672351	-0.534638267518415	-1.22955186251098	118	53	R-HSA-177929
Metabolism of porphyrins	0.317829457364341	0.556505280946346	-0.534824551502077	-1.1244779911941	245	28	R-HSA-189445
TGF-beta receptor signaling activates SMADs	0.160146699266504	0.354860635823332	-0.535055676766863	-1.21383177954855	130	47	R-HSA-2173789
Downregulation of ERBB2 signaling	0.305236270753512	0.542241734119907	-0.535673983433533	-1.13346997116097	238	29	R-HSA-8863795
Signaling by FGFR1	0.14601226993865	0.333071278825996	-0.535990187184069	-1.22883649174836	118	52	R-HSA-5654736
RND2 GTPase cycle	0.206508135168961	0.42334167709637	-0.53604442944271	-1.19078053026118	164	41	R-HSA-9696270
RHO GTPases activate CIT	0.4	0.647102342786683	-0.536096874590247	-1.06114159814774	291	19	R-HSA-5625900
N-glycan antennae elongation in the medial/trans-Golgi	0.323218997361478	0.563165105628497	-0.536673212331713	-1.10948199338338	244	26	R-HSA-975576
Signaling by FGFR4	0.206508135168961	0.42334167709637	-0.53674084488392	-1.19232756237796	164	41	R-HSA-5654743
G alpha (z) signalling events	0.165847665847666	0.362653562653563	-0.537053147939617	-1.21831771938399	134	48	R-HSA-418597
Signaling by NTRK2 (TRKB)	0.325886990801577	0.565560491973107	-0.537871585769612	-1.11219908306329	247	25	R-HSA-9006115
Insulin receptor recycling	0.29757343550447	0.533355665822219	-0.53799714325041	-1.13838570717219	232	29	R-HSA-77387
Azathioprine ADME	0.347184986595174	0.588061120543294	-0.539906112012939	-1.10148879406538	258	23	R-HSA-9748787
FRS-mediated FGFR1 signaling	0.345844504021448	0.588033649205067	-0.540088391685736	-1.10186067171689	257	23	R-HSA-5654693
Diseases associated with glycosylation precursor biosynthesis	0.458156028368794	0.704293902418076	-0.540245464256267	-1.02111636798667	322	15	R-HSA-5609975
HS-GAG biosynthesis	0.275949367088608	0.504945006443868	-0.542200585169373	-1.15958984366855	217	31	R-HSA-2022928
Metabolism of amine-derived hormones	0.400826446280992	0.647191471914719	-0.542382551503066	-1.06734927016583	290	18	R-HSA-209776
Downstream signaling of activated FGFR2	0.275730622617535	0.504945006443868	-0.542437106693976	-1.15429466120186	216	30	R-HSA-5654696
Attachment and Entry_9694614	0.382191780821918	0.626012005541019	-0.54287490329984	-1.07455792000689	278	19	NA
Negative regulation of FGFR4 signaling	0.268354430379747	0.496952359118252	-0.545124915213143	-1.1658440298702	211	31	R-HSA-5654733
RHO GTPases activate PAKs	0.348299319727891	0.588877200364682	-0.545231335205794	-1.10062419688106	255	21	R-HSA-5627123
Ca-dependent events	0.219264892268695	0.437862311501564	-0.546479593180255	-1.18562452946872	172	37	R-HSA-111996
Activation of gene expression by SREBF (SREBP)	0.169764560099133	0.369578247544737	-0.54798835972974	-1.2212666383466	136	42	R-HSA-2426168
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	0.0142231947483589	0.0641265687623602	-0.548812379896026	-1.38615022919365	12	126	R-HSA-163200
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	0.361149110807114	0.603109154733382	-0.549016805042	-1.09438754834301	263	20	R-HSA-6803204
Assembly of active LPL and LIPC lipase complexes	0.364383561643836	0.606689381823239	-0.549602608186064	-1.08787463169317	265	19	R-HSA-8963889
PI-3K cascade:FGFR2	0.324396782841823	0.563719972302612	-0.551321288825084	-1.12477745307681	241	23	R-HSA-5654695
Regulation of CDH11 Expression and Function	0.263565891472868	0.493401709401709	-0.553214173724611	-1.16314249415593	203	28	R-HSA-9759475
Regulation of Expression and Function of Type II Classical Cadherins	0.222784810126582	0.440218914633523	-0.558837594931585	-1.19517097005787	175	31	R-HSA-9764260
Regulation of Homotypic Cell-Cell Adhesion	0.222784810126582	0.440218914633523	-0.558837594931585	-1.19517097005787	175	31	R-HSA-9759476
Signalling to RAS	0.3296853625171	0.569890903323366	-0.560491801843	-1.11726133563141	240	20	R-HSA-167044
Amine ligand-binding receptors	0.14002478314746	0.325911634188694	-0.560911754007375	-1.25006818130868	112	42	R-HSA-375280
EPH-ephrin mediated repulsion of cells	0.0961775585696671	0.247907577295488	-0.561431284850297	-1.28173199483006	77	51	R-HSA-3928665
Biological oxidations	0.00209205020920502	0.0498878284345412	-0.562028110803081	-1.47680323335597	1	220	R-HSA-211859
EPH-Ephrin signaling	0.0228310502283105	0.0849534601375961	-0.562195712083283	-1.37643552671426	19	92	R-HSA-2682334
CaM pathway	0.20584498094028	0.423305039174995	-0.562426938330001	-1.20826437160102	161	35	R-HSA-111997
Calmodulin induced events	0.20584498094028	0.423305039174995	-0.562426938330001	-1.20826437160102	161	35	R-HSA-111933
RND3 GTPase cycle	0.137546468401487	0.323864253483022	-0.562835610137859	-1.25435575652342	110	42	R-HSA-9696264
G alpha (12/13) signalling events	0.0329920364050057	0.108757667747154	-0.563181425274002	-1.36238869755067	28	80	R-HSA-416482
HSF1-dependent transactivation	0.190355329949239	0.402167782437039	-0.563316951860526	-1.21454526981373	149	36	R-HSA-3371571
Integration of energy metabolism	0.0110619469026549	0.0556285774856901	-0.564398605109184	-1.40838481564595	9	108	R-HSA-163685
Cytoprotection by HMOX1	0.0639324487334137	0.176217169618149	-0.564515918743184	-1.31654344772197	52	62	R-HSA-9707564
Extra-nuclear estrogen signaling	0.0331807780320366	0.10883295194508	-0.566453499882477	-1.36776100395193	28	75	R-HSA-9009391
Signaling by FGFR3	0.149497487437186	0.338757691740221	-0.566681604934883	-1.24798133561661	118	40	R-HSA-5654741
Signaling by ERBB2 in Cancer	0.245382585751979	0.470982409955726	-0.567000548295408	-1.17217868177	185	26	R-HSA-1227990
G beta:gamma signalling through PI3Kgamma	0.253613666228647	0.48393128432862	-0.567587777689835	-1.17364557378749	192	25	R-HSA-392451
Ca2+ pathway	0.0591073582629674	0.166057503299814	-0.568280809489511	-1.32532378868118	48	62	R-HSA-4086398
Transport of bile salts and organic acids, metal ions and amine compounds	0.0285062713797035	0.0982876712328767	-0.570012222838215	-1.38514158962851	24	84	R-HSA-425366
Negative regulation of FGFR3 signaling	0.21455938697318	0.43307987032125	-0.570288619210087	-1.20671349507436	167	29	R-HSA-5654732
FRS-mediated FGFR2 signaling	0.245729303547963	0.470982409955726	-0.570989305475633	-1.18067917843304	186	25	R-HSA-5654700
NOTCH2 Activation and Transmission of Signal to the Nucleus	0.274695534506089	0.504873637041986	-0.571243801904308	-1.15794482649049	202	22	R-HSA-2979096
Triglyceride catabolism	0.244031830238727	0.470837884225308	-0.571762970911246	-1.17460715908706	183	24	R-HSA-163560
Downstream signaling of activated FGFR1	0.2	0.418775463361451	-0.571882027202188	-1.22306874735866	157	31	R-HSA-5654687
Synthesis of glycosylphosphatidylinositol (GPI)	0.336088154269972	0.577913051641158	-0.571895120979252	-1.12542676436957	243	18	R-HSA-162710
Respiratory electron transport	0.0124716553287982	0.0584386135406544	-0.57209531601726	-1.40929935722496	10	102	R-HSA-611105
SHC-mediated cascade:FGFR1	0.284353741496599	0.518684977111943	-0.572213190909894	-1.15509077161209	208	21	R-HSA-5654688
Signaling by ERBB2 KD Mutants	0.243101182654402	0.469733065747534	-0.572911272101153	-1.18465337892092	184	25	R-HSA-9664565
Sphingolipid de novo biosynthesis	0.163498098859316	0.359915278025876	-0.57296688388814	-1.24309050253403	128	37	R-HSA-1660661
Sensory processing of sound	0.0240274599542334	0.0884493388209676	-0.574688304824379	-1.38764479860943	20	75	R-HSA-9659379
NOTCH4 Intracellular Domain Regulates Transcription	0.295485636114911	0.531793078988701	-0.57605037480605	-1.14827515590864	215	20	R-HSA-9013695
Prolactin receptor signaling	0.373049645390071	0.614875797426851	-0.576116669449896	-1.08891642774848	262	15	R-HSA-1170546
Diseases associated with O-glycosylation of proteins	0.0300578034682081	0.10190651037989	-0.576628087092055	-1.38152143564852	25	70	R-HSA-3906995
Cholesterol biosynthesis	0.214285714285714	0.43307987032125	-0.577518108370414	-1.20316940380689	164	27	R-HSA-191273
G alpha (s) signalling events	0.00106951871657754	0.0498878284345412	-0.579358856841201	-1.49205771722601	0	157	R-HSA-418555
MET activates PTK2 signaling	0.193138500635324	0.406086078258886	-0.579448825082346	-1.23305481313539	151	30	R-HSA-8874081
Signaling by NTRK1 (TRKA)	0.00328587075575027	0.0498878284345412	-0.580715137391534	-1.45486159853806	2	115	R-HSA-187037
Extracellular matrix organization	0.00102459016393443	0.0498878284345412	-0.581336793397837	-1.5502769709299	0	300	R-HSA-1474244
Complex I biogenesis	0.0504807692307692	0.148167268972638	-0.582261784604793	-1.35397524152102	41	57	R-HSA-6799198
Downstream signaling of activated FGFR4	0.205194805194805	0.423305039174995	-0.582445643118503	-1.21343515817747	157	27	R-HSA-5654716
