Reactome_ID	pathway	CI
R-HSA-5627117	RHO GTPases Activate ROCKs	0.472918207365774
R-HSA-983189	Kinesins	0.47286890499433
R-HSA-211958	Miscellaneous substrates	0.47279002120002
R-HSA-1482839	Acyl chain remodelling of PE	0.472753866127627
R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor	0.472704563756183
R-HSA-75067	Processing of Capped Intronless Pre-mRNA	0.47270127693142
R-HSA-9683686	Maturation of spike protein	0.472674982333317
R-HSA-192456	Digestion of dietary lipid	0.472484346497066
R-HSA-435354	Zinc transporters	0.472467912373252
R-HSA-1306955	GRB7 events in ERBB2 signaling	0.4724547650742
R-HSA-3000171	Non-integrin membrane-ECM interactions	0.472441617775148
R-HSA-174490	Membrane binding and targetting of GAG proteins	0.472428470476097
R-HSA-174495	Synthesis And Processing Of GAG, GAGPOL Polyproteins	0.472428470476097
R-HSA-388844	Receptor-type tyrosine-protein phosphatases	0.472418610001808
R-HSA-6803211	TP53 Regulates Transcription of Death Receptors and Ligands	0.472395602228467
R-HSA-392518	Signal amplification	0.472329865733208
R-HSA-8849470	PTK6 Regulates Cell Cycle	0.472221400516032
R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	0.472201679567454
R-HSA-8876384	Listeria monocytogenes entry into host cells	0.47217538496935
R-HSA-426486	Small interfering RNA (siRNA) biogenesis	0.472162237670299
R-HSA-9603381	Activated NTRK3 signals through PI3K	0.472047198803596
R-HSA-2129379	Molecules associated with elastic fibres	0.4719847491331
R-HSA-9029558	NR1H2 & NR1H3 regulate gene expression linked to lipogenesis	0.471965028184522
R-HSA-201688	WNT mediated activation of DVL	0.471925586287367
R-HSA-1482922	Acyl chain remodelling of PI	0.471905865338789
R-HSA-3906995	Diseases associated with O-glycosylation of proteins	0.471879570740686
R-HSA-9665348	Signaling by ERBB2 ECD mutants	0.47184998931782
R-HSA-9772572	Early SARS-CoV-2 Infection Events	0.471527880491052
R-HSA-73856	RNA Polymerase II Transcription Termination	0.471452283521504
R-HSA-8875878	MET promotes cell motility	0.471429275748164
R-HSA-380095	Tachykinin receptors bind tachykinins	0.471370112902431
R-HSA-5083636	Defective GALNT12 causes CRCS1	0.471366826077668
R-HSA-1300645	Acrosome Reaction and Sperm:Oocyte Membrane Binding	0.471340531479564
R-HSA-9646399	Aggrephagy	0.471176190241417
R-HSA-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	0.471159756117603
R-HSA-72165	mRNA Splicing - Minor Pathway	0.471159756117603
R-HSA-9614085	FOXO-mediated transcription	0.471110453746159
R-HSA-8939211	ESR-mediated signaling	0.471084159148055
R-HSA-425366	Transport of bile salts and organic acids, metal ions and amine compounds	0.471080872323292
R-HSA-167242	Abortive elongation of HIV-1 transcript in the absence of Tat	0.471051290900426
R-HSA-167238	Pausing and recovery of Tat-mediated HIV elongation	0.471034856776611
R-HSA-167243	Tat-mediated HIV elongation arrest and recovery	0.471034856776611
R-HSA-1253288	Downregulation of ERBB4 signaling	0.471005275353745
R-HSA-9013419	RHOT2 GTPase cycle	0.470998701704219
R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian gene expression	0.470995414879456
R-HSA-9648895	Response of EIF2AK1 (HRI) to heme deficiency	0.470995414879456
R-HSA-804914	Transport of fatty acids	0.470995414879456
R-HSA-1566977	Fibronectin matrix formation	0.470965833456589
R-HSA-72187	mRNA 3'-end processing	0.470959259807063
R-HSA-5655253	Signaling by FGFR2 in disease	0.470900096961331
R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	0.470893523311805
R-HSA-209776	Metabolism of amine-derived hormones	0.470880376012753
R-HSA-8935964	RUNX1 regulates expression of components of tight junctions	0.470831073641309
R-HSA-425410	Metal ion SLC transporters	0.470748903022235
R-HSA-425407	SLC-mediated transmembrane transport	0.470696313826028
R-HSA-170834	Signaling by TGF-beta Receptor Complex	0.47065358510411
R-HSA-446199	Synthesis of Dolichyl-phosphate	0.470650298279347
R-HSA-196071	Metabolism of steroid hormones	0.470607569557429
R-HSA-5083632	Defective C1GALT1C1 causes TNPS	0.470568127660274
R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	0.470548406711696
R-HSA-1614517	Sulfide oxidation to sulfate	0.470439941494519
R-HSA-418990	Adherens junctions interactions	0.470426794195467
R-HSA-111465	Apoptotic cleavage of cellular proteins	0.47035119722592
R-HSA-5673000	RAF activation	0.470275600256372
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	0.470219724235402
R-HSA-9820841	M-decay: degradation of maternal mRNAs by maternally stored factors	0.470216437410639
R-HSA-167287	HIV elongation arrest and recovery	0.470144127265855
R-HSA-167290	Pausing and recovery of HIV elongation	0.470144127265855
R-HSA-209968	Thyroxine biosynthesis	0.470134266791566
R-HSA-167152	Formation of HIV elongation complex in the absence of HIV Tat	0.470098111719174
R-HSA-167200	Formation of HIV-1 elongation complex containing HIV-1 Tat	0.470035662048678
R-HSA-167169	HIV Transcription Elongation	0.470035662048678
R-HSA-167246	Tat-mediated elongation of the HIV-1 transcript	0.470035662048678
R-HSA-9818027	NFE2L2 regulating anti-oxidant/detoxification enzymes	0.469884468109583
R-HSA-210500	Glutamate Neurotransmitter Release Cycle	0.469877894460057
R-HSA-2660826	Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	0.469841739387665
R-HSA-2660825	Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	0.469841739387665
R-HSA-1502540	Signaling by Activin	0.469766142418117
R-HSA-8866911	TFAP2 (AP-2) family regulates transcription of cell cycle factors	0.469723413696199
R-HSA-1474228	Degradation of the extracellular matrix	0.469687258623806
R-HSA-1912399	Pre-NOTCH Processing in the Endoplasmic Reticulum	0.469608374829496
R-HSA-948021	Transport to the Golgi and subsequent modification	0.469572219757104
R-HSA-9675108	Nervous system development	0.469555785633289
R-HSA-9830369	Kidney development	0.469404591694194
R-HSA-209822	Glycoprotein hormones	0.469401304869431
R-HSA-140834	Extrinsic Pathway of Fibrin Clot Formation	0.469388157570379
R-HSA-6807878	COPI-mediated anterograde transport	0.46935528932275
R-HSA-9623433	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	0.469332281549409
R-HSA-9035034	RHOF GTPase cycle	0.469286266002728
R-HSA-109606	Intrinsic Pathway for Apoptosis	0.469250110930336
R-HSA-211935	Fatty acids	0.469220529507469
R-HSA-8934593	Regulation of RUNX1 Expression and Activity	0.469158079836973
R-HSA-8873719	RAB geranylgeranylation	0.469148219362685
R-HSA-1483115	Hydrolysis of LPC	0.469056188269322
R-HSA-71387	Metabolism of carbohydrates	0.469052901444559
R-HSA-9022702	MECP2 regulates transcription of neuronal ligands	0.468987164949301
R-HSA-418885	DCC mediated attractive signaling	0.468967444000723
R-HSA-1433617	Regulation of signaling by NODAL	0.468928002103568
R-HSA-5083625	Defective GALNT3 causes HFTC	0.46888527338165
R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	0.468681490246348
R-HSA-9694614	Attachment and Entry	0.468658482473007
R-HSA-164940	Nef mediated downregulation of MHC class I complex cell surface expression	0.468632187874903
R-HSA-5625900	RHO GTPases activate CIT	0.468533583132015
R-HSA-212676	Dopamine Neurotransmitter Release Cycle	0.468471133461519
R-HSA-77588	SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	0.468451412512942
R-HSA-6811436	COPI-independent Golgi-to-ER retrograde traffic	0.468421831090075
R-HSA-190872	Transport of connexons to the plasma membrane	0.468385676017683
R-HSA-1980143	Signaling by NOTCH1	0.468362668244343
R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic	0.468333086821476
R-HSA-1237044	Erythrocytes take up carbon dioxide and release oxygen	0.468300218573847
R-HSA-1480926	O2/CO2 exchange in erythrocytes	0.468300218573847
R-HSA-9818749	Regulation of NFE2L2 gene expression	0.468267350326217
R-HSA-187037	Signaling by NTRK1 (TRKA)	0.468264063501454
R-HSA-5654736	Signaling by FGFR1	0.468244342552877
R-HSA-9793528	Ciprofloxacin ADME	0.468237768903351
R-HSA-1855167	Synthesis of pyrophosphates in the cytosol	0.468198327006196
R-HSA-1482788	Acyl chain remodelling of PC	0.468112869562359
R-HSA-8853659	RET signaling	0.468106295912833
R-HSA-8939243	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	0.468001117520419
R-HSA-422475	Axon guidance	0.467951815148975
R-HSA-446107	Type I hemidesmosome assembly	0.467895939128005
R-HSA-390651	Dopamine receptors	0.467826915807984
R-HSA-1482925	Acyl chain remodelling of PG	0.467823628983221
R-HSA-9006936	Signaling by TGFB family members	0.467764466137488
R-HSA-1483206	Glycerophospholipid biosynthesis	0.467754605663199
R-HSA-2024096	HS-GAG degradation	0.467590264425052
R-HSA-1226099	Signaling by FGFR in disease	0.467508093805979
R-HSA-937039	IRAK1 recruits IKK complex	0.467494946506927
R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	0.467494946506927
R-HSA-175474	Assembly Of The HIV Virion	0.467324031619254
R-HSA-168799	Neurotoxicity of clostridium toxins	0.46730759749544
R-HSA-77111	Synthesis of Ketone Bodies	0.467304310670677
R-HSA-166520	Signaling by NTRKs	0.467287876546862
R-HSA-190377	FGFR2b ligand binding and activation	0.467284589722099
R-HSA-3065676	SUMO is conjugated to E1 (UBA2:SAE1)	0.467284589722099
R-HSA-5205685	PINK1-PRKN Mediated Mitophagy	0.46725172147447
R-HSA-9037629	Lewis blood group biosynthesis	0.467169550855396
R-HSA-196299	Beta-catenin phosphorylation cascade	0.467110388009663
R-HSA-5340588	Signaling by RNF43 mutants	0.466696248089533
R-HSA-1181150	Signaling by NODAL	0.466676527140955
R-HSA-5654733	Negative regulation of FGFR4 signaling	0.466633798419037
R-HSA-373080	Class B/2 (Secretin family receptors)	0.466627224769511
R-HSA-9845614	Sphingolipid catabolism	0.466479317655179
R-HSA-442380	Zinc influx into cells by the SLC39 gene family	0.466321550066558
R-HSA-3781865	Diseases of glycosylation	0.466206511199855
R-HSA-9762292	Regulation of CDH11 function	0.466114480106493
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	0.466052030435997
R-HSA-381042	PERK regulates gene expression	0.465841673651169
R-HSA-204005	COPII-mediated vesicle transport	0.465798944929251
R-HSA-111367	SLBP independent Processing of Histone Pre-mRNAs	0.465789084454962
R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	0.465749642557807
R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	0.465749642557807
R-HSA-2894858	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	0.465749642557807
R-HSA-2644602	Signaling by NOTCH1 PEST Domain Mutants in Cancer	0.465749642557807
R-HSA-2644603	Signaling by NOTCH1 in Cancer	0.465749642557807
R-HSA-196108	Pregnenolone biosynthesis	0.465700340186363
R-HSA-1500931	Cell-Cell communication	0.465644464165393
R-HSA-9033658	Blood group systems biosynthesis	0.465591874969186
R-HSA-9730628	Sensory perception of salty taste	0.465503130700587
R-HSA-3065678	SUMO is transferred from E1 to E2 (UBE2I, UBC9)	0.465420960081513
R-HSA-111448	Activation of NOXA and translocation to mitochondria	0.465292773915759
R-HSA-9830674	Formation of the ureteric bud	0.465269766142418
R-HSA-2534343	Interaction With Cumulus Cells And The Zona Pellucida	0.465181021873819
R-HSA-156590	Glutathione conjugation	0.465111998553797
R-HSA-3215018	Processing and activation of SUMO	0.46505940935759
R-HSA-400685	Sema4D in semaphorin signaling	0.465052835708064
R-HSA-9006931	Signaling by Nuclear Receptors	0.464937796841361
R-HSA-390648	Muscarinic acetylcholine receptors	0.464770168778452
R-HSA-3560782	Diseases associated with glycosaminoglycan metabolism	0.464655129911749
R-HSA-5362517	Signaling by Retinoic Acid	0.464641982612697
R-HSA-2122948	Activated NOTCH1 Transmits Signal to the Nucleus	0.464474354549787
R-HSA-6804759	Regulation of TP53 Activity through Association with Co-factors	0.464425052178343
R-HSA-2474795	Diseases associated with visual transduction	0.464379036631662
R-HSA-9675143	Diseases of the neuronal system	0.464379036631662
R-HSA-2453864	Retinoid cycle disease events	0.464379036631662
R-HSA-199977	ER to Golgi Anterograde Transport	0.464152245723019
R-HSA-2142688	Synthesis of 5-eicosatetraenoic acids	0.464132524774442
R-HSA-5336415	Uptake and function of diphtheria toxin	0.464070075103946
R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	0.464056927804894
R-HSA-2428933	SHC-related events triggered by IGF1R	0.464040493681079
R-HSA-977068	Termination of O-glycan biosynthesis	0.46367236930763
R-HSA-917729	Endosomal Sorting Complex Required For Transport (ESCRT)	0.463662508833342
R-HSA-9707564	Cytoprotection by HMOX1	0.463659222008579
R-HSA-182971	EGFR downregulation	0.463629640585712
R-HSA-8866904	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	0.46356061726569
R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	0.463422570625647
R-HSA-9705677	SARS-CoV-2 targets PDZ proteins in cell-cell junction	0.463366694604677
R-HSA-9648002	RAS processing	0.46329109763513
R-HSA-5675221	Negative regulation of MAPK pathway	0.463277950336078
R-HSA-383280	Nuclear Receptor transcription pathway	0.463254942562737
R-HSA-6807070	PTEN Regulation	0.463113609097931
R-HSA-5654710	PI-3K cascade:FGFR3	0.463080740850302
R-HSA-9696273	RND1 GTPase cycle	0.463064306726487
R-HSA-380994	ATF4 activates genes in response to endoplasmic reticulum  stress	0.463047872602672
R-HSA-9634635	Estrogen-stimulated signaling through PRKCZ	0.463041298953146
R-HSA-420029	Tight junction interactions	0.462857236766422
R-HSA-201681	TCF dependent signaling in response to WNT	0.462706042827327
R-HSA-8878166	Transcriptional regulation by RUNX2	0.462666600930171
R-HSA-9840309	Glycosphingolipid biosynthesis	0.462587717135861
R-HSA-71288	Creatine metabolism	0.46250883334155
R-HSA-4655427	SUMOylation of DNA methylation proteins	0.462495686042499
R-HSA-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	0.462462817794869
R-HSA-3928663	EPHA-mediated growth cone collapse	0.462084832947131
R-HSA-1643713	Signaling by EGFR in Cancer	0.461923778533747
R-HSA-400508	Incretin synthesis, secretion, and inactivation	0.461798879192756
R-HSA-1971475	A tetrasaccharide linker sequence is required for GAG synthesis	0.461743003171786
R-HSA-8856688	Golgi-to-ER retrograde transport	0.461450475767884
R-HSA-1483226	Synthesis of PI	0.461240118983056
R-HSA-9824439	Bacterial Infection Pathways	0.461220398034479
R-HSA-376176	Signaling by ROBO receptors	0.461023188548703
R-HSA-156584	Cytosolic sulfonation of small molecules	0.46087528143437
R-HSA-390666	Serotonin receptors	0.460858847310556
R-HSA-9032500	Activated NTRK2 signals through FYN	0.460855560485793
R-HSA-9819196	Zygotic genome activation (ZGA)	0.460609048628572
R-HSA-8866652	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	0.460592614504758
R-HSA-5173105	O-linked glycosylation	0.460556459432365
R-HSA-9013405	RHOD GTPase cycle	0.460530164834262
R-HSA-162588	Budding and maturation of HIV virion	0.46049400976187
R-HSA-4641263	Regulation of FZD by ubiquitination	0.460185048234153
R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	0.460122598563658
R-HSA-74713	IRS activation	0.460017420171244
R-HSA-8939242	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	0.459922102253118
R-HSA-3371511	HSF1 activation	0.459862939407385
R-HSA-9820960	Respiratory syncytial virus (RSV) attachment and entry	0.459846505283571
R-HSA-9629569	Protein hydroxylation	0.459774195138786
R-HSA-2033514	FGFR3 mutant receptor activation	0.459527683281566
R-HSA-1839130	Signaling by activated point mutants of FGFR3	0.459527683281566
R-HSA-3371571	HSF1-dependent transactivation	0.459445512662492
R-HSA-6787450	tRNA modification in the mitochondrion	0.459419218064389
R-HSA-5654743	Signaling by FGFR4	0.459343621094841
R-HSA-3700989	Transcriptional Regulation by TP53	0.459133264310013
R-HSA-9690406	Transcriptional regulation of testis differentiation	0.458972209896629
R-HSA-418886	Netrin mediated repulsion signals	0.458722411214646
R-HSA-1251985	Nuclear signaling by ERBB4	0.458669822018439
R-HSA-428540	Activation of RAC1	0.458587651399366
R-HSA-174403	Glutathione synthesis and recycling	0.458288550345938
R-HSA-9615710	Late endosomal microautophagy	0.458206379726865
R-HSA-5638303	Inhibition of Signaling by Overexpressed EGFR	0.458042038488718
R-HSA-5638302	Signaling by Overexpressed Wild-Type EGFR in Cancer	0.458042038488718
R-HSA-1630316	Glycosaminoglycan metabolism	0.458009170241089
R-HSA-450341	Activation of the AP-1 family of transcription factors	0.45794343374583
R-HSA-8851708	Signaling by FGFR2 IIIa TM	0.457920425972489
R-HSA-427652	Sodium-coupled phosphate cotransporters	0.457851402652468
R-HSA-1592389	Activation of Matrix Metalloproteinases	0.457601603970484
R-HSA-351906	Apoptotic cleavage of cell adhesion  proteins	0.457578596197144
R-HSA-212718	EGFR interacts with phospholipase C-gamma	0.457512859701885
R-HSA-9028335	Activated NTRK2 signals through PI3K	0.457437262732337
R-HSA-425986	Sodium/Proton exchangers	0.457433975907575
R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	0.456963959966474
R-HSA-9758881	Uptake of dietary cobalamins into enterocytes	0.456908083945504
R-HSA-8876493	InlA-mediated entry of Listeria monocytogenes into host cells	0.456661572088284
R-HSA-1963642	PI3K events in ERBB2 signaling	0.456579401469211
R-HSA-392499	Metabolism of proteins	0.456447928478693
R-HSA-5654227	Phospholipase C-mediated cascade; FGFR3	0.456267153116732
R-HSA-452723	Transcriptional regulation of pluripotent stem cells	0.455938470640438
R-HSA-9034015	Signaling by NTRK3 (TRKC)	0.455925323341386
R-HSA-110357	Displacement of DNA glycosylase by APEX1	0.455905602392808
R-HSA-5339562	Uptake and actions of bacterial toxins	0.455905602392808
R-HSA-9796292	Formation of axial mesoderm	0.455593354040329
R-HSA-8850843	Phosphate bond hydrolysis by NTPDase proteins	0.455586780390803
R-HSA-5362798	Release of Hh-Np from the secreting cell	0.455458594225049
R-HSA-179812	GRB2 events in EGFR signaling	0.455333694884057
R-HSA-9818028	NFE2L2 regulates pentose phosphate pathway genes	0.455166066821147
R-HSA-1632852	Macroautophagy	0.455126624923992
R-HSA-597592	Post-translational protein modification	0.454909694489638
R-HSA-4420332	Defective B3GALT6 causes EDSP2 and SEMDJL1	0.45464346168384
R-HSA-186763	Downstream signal transduction	0.454607306611448
R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	0.454502128219034
R-HSA-9013424	RHOV GTPase cycle	0.454295058258969
R-HSA-190873	Gap junction degradation	0.454209600815133
R-HSA-6805567	Keratinization	0.454203027165607
R-HSA-180336	SHC1 events in EGFR signaling	0.45417344574274
R-HSA-8849932	Synaptic adhesion-like molecules	0.45400581767983
R-HSA-421270	Cell-cell junction organization	0.453972949432201
R-HSA-6799990	Metal sequestration by antimicrobial proteins	0.45394994165886
R-HSA-3560801	Defective B3GAT3 causes JDSSDHD	0.453742871698795
R-HSA-9823739	Formation of the anterior neural plate	0.45364755378067
R-HSA-195721	Signaling by WNT	0.453588390934937
R-HSA-6794362	Protein-protein interactions at synapses	0.453558809512071
R-HSA-6794361	Neurexins and neuroligins	0.453115088169074
R-HSA-881907	Gastrin-CREB signalling pathway via PKC and MAPK	0.453000049302371
R-HSA-2691232	Constitutive Signaling by NOTCH1 HD Domain Mutants	0.452990188828083
R-HSA-2691230	Signaling by NOTCH1 HD Domain Mutants in Cancer	0.452990188828083
R-HSA-419408	Lysosphingolipid and LPA receptors	0.452750250620388
R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	0.452730529671811
R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	0.452674653650841
R-HSA-9013418	RHOBTB2 GTPase cycle	0.452671366826078
R-HSA-399997	Acetylcholine regulates insulin secretion	0.452612203980345
R-HSA-180292	GAB1 signalosome	0.452599056681293
R-HSA-6809371	Formation of the cornified envelope	0.45251688606222
R-HSA-6803205	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	0.452339397525021
R-HSA-171007	p38MAPK events	0.452329537050732
R-HSA-5654706	FRS-mediated FGFR3 signaling	0.452250653256422
R-HSA-446728	Cell junction organization	0.452194777235452
R-HSA-9612973	Autophagy	0.4521816299364
R-HSA-9696264	RND3 GTPase cycle	0.452086312018275
R-HSA-191273	Cholesterol biosynthesis	0.451925257604891
R-HSA-3560783	Defective B4GALT7 causes EDS, progeroid type	0.451760916366744
R-HSA-5625970	RHO GTPases activate KTN1	0.451714900820063
R-HSA-2142845	Hyaluronan metabolism	0.451484823086657
R-HSA-5654704	SHC-mediated cascade:FGFR3	0.451474962612368
R-HSA-9818035	NFE2L2 regulating ER-stress associated genes	0.451343489621851
R-HSA-9663891	Selective autophagy	0.451083830465579
R-HSA-1227990	Signaling by ERBB2 in Cancer	0.450991799372216
R-HSA-5633008	TP53 Regulates Transcription of Cell Death Genes	0.450551364853983
R-HSA-5223345	Miscellaneous transport and binding events	0.449880852602344
R-HSA-6802953	RAS signaling downstream of NF1 loss-of-function variants	0.449811829282322
R-HSA-5205647	Mitophagy	0.449759240086115
R-HSA-203927	MicroRNA (miRNA) biogenesis	0.449506154579369
R-HSA-9664565	Signaling by ERBB2 KD Mutants	0.449361534289799
R-HSA-74259	Purine catabolism	0.448907952472514
R-HSA-5655332	Signaling by FGFR3 in disease	0.448907952472514
R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	0.448572696346694
R-HSA-1236394	Signaling by ERBB4	0.448569409521931
R-HSA-3371568	Attenuation phase	0.448483952078095
R-HSA-9706019	RHOBTB3 ATPase cycle	0.448372200036155
R-HSA-3769402	Deactivation of the beta-catenin transactivating complex	0.448365626386629
R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	0.448188137849431
R-HSA-1483191	Synthesis of PC	0.44808624628178
R-HSA-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	0.447925191868396
R-HSA-190371	FGFR3b ligand binding and activation	0.447898897270292
R-HSA-9652817	Signaling by MAPK mutants	0.447803579352167
R-HSA-9758941	Gastrulation	0.447566927969235
R-HSA-9664420	Killing mechanisms	0.44741573403014
R-HSA-9673324	WNT5:FZD7-mediated leishmania damping	0.44741573403014
R-HSA-196025	Formation of annular gap junctions	0.447284261039623
R-HSA-190239	FGFR3 ligand binding and activation	0.447251392791993
R-HSA-190372	FGFR3c ligand binding and activation	0.447251392791993
R-HSA-9013406	RHOQ GTPase cycle	0.447208664070075
R-HSA-1638091	Heparan sulfate/heparin (HS-GAG) metabolism	0.447100198852898
R-HSA-6785631	ERBB2 Regulates Cell Motility	0.446436260250785
R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins	0.446193035218327
R-HSA-2892247	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	0.446120725073543
R-HSA-177929	Signaling by EGFR	0.44600568620684
R-HSA-5654708	Downstream signaling of activated FGFR3	0.445805189896301
R-HSA-112412	SOS-mediated signalling	0.445460073296192
R-HSA-9833576	CDH11 homotypic and heterotypic interactions	0.445328600305675
R-HSA-9006115	Signaling by NTRK2 (TRKB)	0.445111669871321
R-HSA-8863795	Downregulation of ERBB2 signaling	0.445042646551299
R-HSA-139915	Activation of PUMA and translocation to mitochondria	0.444904599911256
R-HSA-913709	O-linked glycosylation of mucins	0.444881592137915
R-HSA-2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus	0.444536475537807
R-HSA-9818030	NFE2L2 regulating tumorigenic genes	0.443593156830844
R-HSA-1250342	PI3K events in ERBB4 signaling	0.443547141284162
R-HSA-9735871	SARS-CoV-1 targets host intracellular signalling and regulatory pathways	0.443458397015563
R-HSA-6804114	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	0.443451823366037
R-HSA-3656253	Defective EXT1 causes exostoses 1, TRPS2 and CHDS	0.442889776331575
R-HSA-3656237	Defective EXT2 causes exostoses 2	0.442889776331575
R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	0.442833900310605
R-HSA-1227986	Signaling by ERBB2	0.442712287794376
R-HSA-3238698	WNT ligand biogenesis and trafficking	0.44262683035054
R-HSA-1660661	Sphingolipid de novo biosynthesis	0.442442768163815
R-HSA-211916	Vitamins	0.442222550904699
R-HSA-111447	Activation of BAD and translocation to mitochondria 	0.441887294778879
R-HSA-9009391	Extra-nuclear estrogen signaling	0.44187743430459
R-HSA-9014826	Interleukin-36 pathway	0.441808410984568
R-HSA-8847993	ERBB2 Activates PTK6 Signaling	0.441801837335042
R-HSA-977347	Serine biosynthesis	0.44135154234252
R-HSA-8934903	Receptor Mediated Mitophagy	0.441151046031981
R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	0.441098456835774
R-HSA-193144	Estrogen biosynthesis	0.439911913096353
R-HSA-1963640	GRB2 events in ERBB2 signaling	0.439816595178228
R-HSA-433137	Sodium-coupled sulphate, di- and tri-carboxylate transporters	0.43952735459909
R-HSA-162791	Attachment of GPI anchor to uPAR	0.439261121793292
R-HSA-4791275	Signaling by WNT in cancer	0.439165803875166
R-HSA-114452	Activation of BH3-only proteins	0.439073772781804
R-HSA-199991	Membrane Trafficking	0.438623477789282
R-HSA-5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	0.438600470015941
R-HSA-2179392	EGFR Transactivation by Gastrin	0.438413121004454
R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	0.438284934838699
R-HSA-1250196	SHC1 events in ERBB2 signaling	0.438041709806242
R-HSA-6803529	FGFR2 alternative splicing	0.437085243800227
R-HSA-5654732	Negative regulation of FGFR3 signaling	0.436224095712337
R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	0.435681769626452
R-HSA-9755779	SARS-CoV-2 targets host intracellular signalling and regulatory pathways	0.435047412447205
R-HSA-167044	Signalling to RAS	0.434919226281451
R-HSA-8849471	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	0.434915939456688
R-HSA-420597	Nectin/Necl  trans heterodimerization	0.434110667389768
R-HSA-5339717	Signaling by LRP5 mutants 	0.434028496770695
R-HSA-2142712	Synthesis of 12-eicosatetraenoic acid derivatives	0.432907689526533
R-HSA-8943724	Regulation of PTEN gene transcription	0.432812371608408
R-HSA-9614399	Regulation of localization of FOXO transcription factors	0.432648030370261
R-HSA-5654741	Signaling by FGFR3	0.432293053295864
R-HSA-2142850	Hyaluronan biosynthesis and export	0.432036680964354
R-HSA-187687	Signalling to ERKs	0.431961083994807
R-HSA-1250347	SHC1 events in ERBB4 signaling	0.431934789396703
R-HSA-1266738	Developmental Biology	0.430702230110602
R-HSA-9696270	RND2 GTPase cycle	0.430646354089632
R-HSA-2142770	Synthesis of 15-eicosatetraenoic acid derivatives	0.430251935118079
R-HSA-2682334	EPH-Ephrin signaling	0.429256027214909
R-HSA-2022928	HS-GAG biosynthesis	0.428296274384131
R-HSA-3772470	Negative regulation of TCF-dependent signaling by WNT ligand antagonists	0.428033328403096
R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	0.426942102581801
R-HSA-8848021	Signaling by PTK6	0.426942102581801
R-HSA-9028731	Activated NTRK2 signals through FRS2 and FRS3	0.425380860819405
R-HSA-3928665	EPH-ephrin mediated repulsion of cells	0.424411247514339
R-HSA-190861	Gap junction assembly	0.42406613091423
R-HSA-5654738	Signaling by FGFR2	0.421390655557199
R-HSA-190828	Gap junction trafficking	0.421081694029483
R-HSA-5628897	TP53 Regulates Metabolic Genes	0.420167956745386
